SensorXYZ,2023-03-27T08:50:40.931541,0.09304496039169907
SensorXYZ,2023-03-27T08:50:41.974876,0.6734833999329491
SensorXYZ,2023-03-27T08:50:42.975456,0.2790914420680324
SensorXYZ,2023-03-27T08:50:43.976605,0.23679912837759653
SensorXYZ,2023-03-27T08:50:44.977930,0.6165870900943844
SensorXYZ,2023-03-27T08:50:45.979081,0.25848653271901767
SensorXYZ,2023-03-27T08:50:46.980170,0.4048817779132676
SensorXYZ,2023-03-27T08:50:47.981085,0.8396022636058258
SensorXYZ,2023-03-27T08:54:46.867448,0.08229741920046607
SensorXYZ,2023-03-27T08:54:47.907160,0.7162853194653077
SensorXYZ,2023-03-27T08:54:48.907615,0.019031672287213475
SensorXYZ,2023-03-27T08:54:49.908856,0.6964233041866871
SensorXYZ,2023-03-27T08:54:50.909304,0.15611293062709863
